"state_fips","state_name","county_fips","crime_count","county_pop","st","state","st_abbr","stcnty","county","location","area_sqmi","e_totpop","m_totpop","e_hu","m_hu","e_hh","m_hh","e_pov150","m_pov150","e_unemp","m_unemp","e_hburd","m_hburd","e_nohsdp","m_nohsdp","e_uninsur","m_uninsur","e_age65","m_age65","e_age17","m_age17","e_disabl","m_disabl","e_sngpnt","m_sngpnt","e_limeng","m_limeng","e_minrty","m_minrty","e_munit","m_munit","e_mobile","m_mobile","e_crowd","m_crowd","e_noveh","m_noveh","e_groupq","m_groupq","ep_pov150","mp_pov150","ep_unemp","mp_unemp","ep_hburd","mp_hburd","ep_nohsdp","mp_nohsdp","ep_uninsur","mp_uninsur","ep_age65","mp_age65","ep_age17","mp_age17","ep_disabl","mp_disabl","ep_sngpnt","mp_sngpnt","ep_limeng","mp_limeng","ep_minrty","mp_minrty","ep_munit","mp_munit","ep_mobile","mp_mobile","ep_crowd","mp_crowd","ep_noveh","mp_noveh","ep_groupq","mp_groupq","epl_pov150","epl_unemp","epl_hburd","epl_nohsdp","epl_uninsur","spl_theme1","rpl_theme1","epl_age65","epl_age17","epl_disabl","epl_sngpnt","epl_limeng","spl_theme2","rpl_theme2","epl_minrty","spl_theme3","rpl_theme3","epl_munit","epl_mobile","epl_crowd","epl_noveh","epl_groupq","spl_theme4","rpl_theme4","spl_themes","rpl_themes","f_pov150","f_unemp","f_hburd","f_nohsdp","f_uninsur","f_theme1","f_age65","f_age17","f_disabl","f_sngpnt","f_limeng","f_theme2","f_minrty","f_theme3","f_munit","f_mobile","f_crowd","f_noveh","f_groupq","f_theme4","f_total","e_daypop","e_noint","m_noint","e_afam","m_afam","e_hisp","m_hisp","e_asian","m_asian","e_aian","m_aian","e_nhpi","m_nhpi","e_twomore","m_twomore","e_otherrace","m_otherrace","ep_noint","mp_noint","ep_afam","mp_afam","ep_hisp","mp_hisp","ep_asian","mp_asian","ep_aian","mp_aian","ep_nhpi","mp_nhpi","ep_twomore","mp_twomore","ep_otherrace","mp_otherrace","pr_female_hh","pr_pov","pr_pubassi","pr_unemprate","pr_hs_or_low","pr_std_income","crime_rate","disad_national_v1","disad_national_v2","disad_national_v3","svi_theme1_pca","svi_theme2_pca","svi_theme3_z","svi_theme4_pca","svi_overall_pca"
34,"New Jersey",34017,55,231523,34,"New Jersey","NJ",34017,"Hudson","Hudson County, New Jersey",46.193560655844,671923,0,284561,265,261289,1075,149619,5138,20671,1244,90263,2474,68894,2205,82920,3140,80389,87,137365,81,59670,2121,17571,1043,80666,2759,479931,1985,109849,2048,349,141,20603,1037,83307,1708,8418,655,22.6,0.8,5.4,0.3,34.5,0.9,14.3,0.5,12.4,0.5,12,0.1,20.4,0,8.9,0.3,6.7,0.4,12.9,0.4,71.4,0.3,38.6,0.7,0.1,0.1,7.9,0.4,31.9,0.6,1.3,0.1,0.4491,0.5971,0.9831,0.6782,0.7658,3.4733,0.8151,0.0455,0.2817,0.0318,0.6862,0.9885,2.0337,0.2225,0.9682,0.9682,0.9682,0.9975,0.0019,0.9733,0.9955,0.2686,3.2368,0.8714,9.712,0.7963,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,3,6,621017,64907,3540,70317,948,286039,0,104152,828,991,232,348,132,14402,1308,3682,760,9.8,0,10.5,0.1,42.6,0,15.5,0.1,0.1,0.1,0.1,0.1,2.1,0.2,0.5,0.1,0.15547845773482,0.163628661976994,0.032528337207935,0.0363410667958544,0.346130651234954,-0.245980473984248,0.237557391706224,-0.315362778652793,-0.328303228438033,-0.467951375956348,-0.296691718993705,-0.387460333498856,-0.213580349775726,-0.228763390899402,-0.318317043969346
35,"New Mexico",35001,300,357369,35,"New Mexico","NM",35001,"Bernalillo","Bernalillo County, New Mexico",1161.24477406009,679037,0,295111,255,272528,1177,174791,5432,18968,1340,84585,2501,47024,2167,53222,2935,110885,135,147706,52,97117,2762,19600,1146,20653,1570,422190,2145,39073,1853,16373,1324,6978,713,18759,1255,8702,460,26.1,0.8,5.6,0.4,31,0.9,10,0.5,7.9,0.4,16.3,0.1,21.8,0,14.5,0.4,7.2,0.4,3.2,0.2,62.2,0.3,13.2,0.6,5.5,0.4,2.6,0.3,6.9,0.5,1.3,0.1,0.6222,0.6279,0.9418,0.4052,0.4494,3.0465,0.6805,0.2549,0.4577,0.4023,0.754,0.8654,2.7343,0.6814,0.937,0.937,0.937,0.9246,0.2731,0.7021,0.6948,0.2686,2.8632,0.6938,9.581,0.7785,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,722409,90332,4410,16355,664,341790,0,17338,690,26898,684,369,134,16481,1546,2959,901,13.5,0,2.4,0.1,50.3,0,2.6,0.1,4,0.1,0.1,0.1,2.4,0.2,0.4,0.1,0.14338103551961,0.179162916068636,0.0336823093192492,0.0379918368844005,0.303305994601063,0.46424229612154,0.83946844857836,-0.272197102531941,-0.404724187447617,-0.241644585752634,-0.358509283888018,-0.351836749717633,-0.274541538052814,-0.42183374722404,-0.365134131080628
36,"New York",36005,345,1389997,36,"New York","NY",36005,"Bronx","Bronx County, New York",42.171840756322,1427056,0,533434,657,510135,1398,537819,8573,66087,2252,252258,4350,247155,4651,113006,4115,184157,98,354681,82,220572,4377,74493,2359,198070,4550,1298339,3319,361520,3032,935,355,63291,2415,303100,3342,45870,1703,38.6,0.6,10.1,0.3,49.4,0.8,26.6,0.5,8,0.3,12.9,0.1,24.9,0,15.7,0.3,14.6,0.5,15,0.3,91,0.2,67.8,0.6,0.2,0.1,12.4,0.5,59.4,0.6,3.2,0.1,0.9392,0.9596,1,0.9764,0.4586,4.3338,0.9793,0.0719,0.8361,0.5118,0.9949,0.9927,3.4074,0.958,0.9955,0.9955,0.9955,0.9997,0.0048,0.9955,0.999,0.6913,3.6903,0.9755,12.427,0.9955,1,1,1,1,0,4,0,0,0,1,1,2,1,1,1,0,1,1,0,3,10,1170975,216363,7324,411293,2064,799765,0,53498,960,2882,477,374,197,18885,1599,11642,1736,15.7,0,28.8,0.1,56,0,3.7,0.1,0.2,0.1,0,0.1,1.3,0.1,0.8,0.1,0.288853986920489,0.262520069918851,0.0806128249311821,0.0587990351332839,0.538700526004931,0.665979332449622,0.248201974536636,2.17525788191703,2.14813860565206,1.93784941950174,0.647146873672439,0.660099212154946,0.650469877540655,1.40526578411564,0.81771088080268
36,"New York",36029,181,203354,36,"New York","NY",36029,"Erie","Erie County, New York",1042.73042345982,918873,0,429708,724,392910,1563,192533,5301,22605,1382,102963,2575,51541,1834,27979,1675,165159,37,186552,57,121511,2422,26502,1356,15424,1077,230854,2640,35114,1335,6153,626,5260,611,49110,1722,27214,1473,21.6,0.6,4.8,0.3,26.2,0.6,8,0.3,3.1,0.2,18,0.1,20.3,0,13.4,0.3,6.7,0.3,1.8,0.1,25.1,0.3,8.2,0.3,1.4,0.1,1.3,0.2,12.5,0.4,3,0.2,0.4026,0.4742,0.7839,0.254,0.0191,1.9338,0.3097,0.409,0.2724,0.2874,0.6862,0.746,2.401,0.4516,0.6232,0.6232,0.6232,0.8313,0.0532,0.2759,0.9653,0.6696,2.7953,0.6585,7.7533,0.4698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1016434,99155,3754,116511,1515,52435,0,34586,706,3937,372,260,84,21420,1847,1705,789,11.1,0,12.7,0.2,5.7,0,3.8,0.1,0.4,0.1,0,0.1,2.3,0.2,0.2,0.1,0.198861935604584,0.30260967250136,0.0641386534866689,0.052162649184051,0.429157397731307,0.892977846289473,0.890073467942603,1.38159129572172,1.22474149765647,1.28084873861717,-0.33087017459958,-0.186706237480089,-0.476548256332458,-0.257959482557917,-0.279819384048609
36,"New York",36047,429,2528248,36,"New York","NY",36047,"Kings","Kings County, New York",69.37653902747,2576771,0,1055660,915,972314,2022,738039,9332,84940,2498,383374,4965,299205,4845,170913,3456,360759,45,588281,0,256247,3502,73323,2289,274111,4377,1638198,5575,444848,3706,1358,281,96386,2544,540937,3573,41491,2302,28.9,0.4,6.5,0.2,39.4,0.5,16.8,0.3,6.7,0.1,14,0.1,22.8,0,10,0.1,7.5,0.2,11.5,0.2,63.6,0.2,42.1,0.3,0.1,0.1,9.9,0.3,55.6,0.4,1.6,0.1,0.7253,0.7689,0.9981,0.7858,0.3383,3.6164,0.8549,0.1194,0.5974,0.0652,0.7922,0.985,2.5592,0.5652,0.9414,0.9414,0.9414,0.9981,0.0019,0.9866,0.9981,0.3873,3.372,0.9134,10.489,0.8845,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,3,6,2235689,385412,7809,754576,3057,486272,0,304420,2459,3053,564,1009,318,74636,3617,14232,1479,15.2,0,29.3,0.1,18.9,0,11.8,0.1,0.1,0.1,0,0.1,2.9,0.1,0.6,0.1,0.176006949748957,0.180373501474709,0.0487694510690502,0.040903948329086,0.428919406222837,-0.0192963119770715,0.169682720998889,0.204789058511421,0.28832677007142,0.128823969754793,1.17801120909652,1.16661516519468,1.00928265332671,2.23555131415459,1.3856845428852
36,"New York",36055,219,165955,36,"New York","NY",36055,"Monroe","Monroe County, New York",656.942970334462,743084,0,329105,424,305210,1241,152330,4298,20484,1252,87952,2223,47118,1615,23763,1458,128723,4,154685,48,103459,2823,23721,1226,17303,1145,223319,1931,34732,1369,2901,479,3995,475,34439,1469,27091,912,21.2,0.6,5.3,0.3,28.8,0.7,9.2,0.3,3.2,0.2,17.3,0.1,20.8,0,14.1,0.4,7.8,0.4,2.5,0.2,30.1,0.3,10.6,0.4,0.9,0.1,1.3,0.2,11.3,0.5,3.6,0.1,0.3822,0.5792,0.8857,0.3453,0.0229,2.2153,0.3997,0.3361,0.3186,0.359,0.8211,0.8243,2.6591,0.6365,0.6827,0.6827,0.6827,0.8848,0.0321,0.2759,0.95,0.7285,2.8713,0.6973,8.4284,0.5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,830561,73008,3022,105359,1094,67590,0,26849,610,1040,195,203,56,20477,1323,1801,608,10.2,0,14.2,0.1,9.1,0,3.6,0.1,0.1,0.1,0,0.1,2.8,0.2,0.2,0.1,0.259941287428193,0.334233138993365,0.103687970624355,0.0592085348199195,0.484763614274297,0.909481919653648,1.31963484077009,2.57867223083549,2.31984313620222,2.17864427543283,-0.398301699430074,-0.293931773447975,-0.484503479720828,-0.331840713553744,-0.359382777543823
36,"New York",36061,195,1539210,36,"New York","NY",36061,"New York","New York County, New York",22.656255706614,1629153,0,884828,955,758720,4260,352650,7473,54129,2552,222333,5321,152014,4015,75705,3460,270750,91,233239,42,166494,3966,35623,1572,130939,3900,865951,4124,793012,4283,685,304,44904,2141,588999,5084,60857,1982,22.3,0.5,5.7,0.3,29.3,0.7,12.2,0.3,4.7,0.2,16.6,0.1,14.3,0,10.3,0.2,4.7,0.2,8.4,0.3,53.2,0.3,89.6,0.5,0.1,0.1,5.9,0.3,77.6,0.4,3.7,0.1,0.4338,0.6442,0.9023,0.5672,0.1302,2.6777,0.5554,0.2788,0.0137,0.0818,0.3049,0.9679,1.6471,0.0726,0.8886,0.8886,0.8886,1,0.0019,0.9513,0.9997,0.7358,3.6887,0.9752,8.9021,0.6668,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,3,5,3565988,170138,6675,199377,1945,418442,0,196097,2093,1960,377,430,236,41422,2537,8223,1488,10.8,0,12.2,0.1,25.7,0,12,0.1,0.1,0.1,0,0.1,2.5,0.2,0.5,0.1,0.114327195341255,0.155724980170811,0.0325474665604649,0.0358599872129989,0.244702923185389,-0.884567224440539,0.126688366109888,-0.645435842161085,-0.855475909861967,-1.16519843895018,0.263787192281608,0.244305096759807,0.193967803161036,2.85768129867027,0.820405214049159
36,"New York",36081,174,2185302,36,"New York","NY",36081,"Queens","Queens County, New York",108.7240258931,2270976,233,864790,505,783362,2290,456004,7736,71045,2152,286151,3954,285361,4752,200657,4935,359534,11,457287,92,218694,3468,42857,1749,311962,5116,1711198,5406,308834,3575,1755,305,74575,2276,289443,3805,28096,1236,20.3,0.3,6,0.2,36.5,0.5,17.4,0.3,8.9,0.2,15.8,0.1,20.1,0,9.7,0.2,5.5,0.2,14.6,0.2,75.4,0.2,35.7,0.4,0.2,0.1,9.5,0.3,36.9,0.5,1.2,0.1,0.3377,0.7015,0.9917,0.8094,0.5296,3.3699,0.7855,0.219,0.2559,0.0532,0.4714,0.992,1.9915,0.2008,0.9771,0.9771,0.9771,0.9955,0.0048,0.9841,0.9965,0.2298,3.2107,0.8606,9.5492,0.7747,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,3,6,1906480,240011,7821,385868,2514,631657,27,584214,2517,5561,618,832,274,61069,2930,41997,2745,10.7,0,17,0.1,27.8,0.1,25.7,0.1,0.2,0.1,0,0.1,2.7,0.1,1.8,0.1,0.160433948451323,0.115247698042,0.0348625101539308,0.0380234611556078,0.445595803735144,-0.185199182562423,0.0796228621947905,-0.431444557322609,-0.178330103911551,-0.326532522665581,0.814258197449628,0.862293271755291,1.08635382882121,1.15403334663956,0.920504908969318
36,"New York",36085,44,424748,36,"New York","NY",36085,"Richmond","Richmond County, New York",57.52251071336,475596,0,180883,282,167160,1124,79981,3580,11277,871,50514,1977,38337,1627,19276,1380,77313,101,103981,44,46923,1697,9997,1024,23535,1454,189134,1474,21168,971,399,143,7594,706,26233,1149,6706,618,17,0.8,4.9,0.4,30.2,1.2,11.5,0.5,4.1,0.3,16.3,0.1,21.9,0,9.9,0.4,6,0.6,5.2,0.3,39.8,0.3,11.7,0.5,0.2,0.1,4.5,0.4,15.7,0.7,1.4,0.1,0.183,0.4955,0.9249,0.5258,0.0783,2.2075,0.3975,0.2549,0.4714,0.0614,0.5726,0.9281,2.2884,0.374,0.7919,0.7919,0.7919,0.9048,0.0048,0.9026,0.9838,0.3157,3.1117,0.8189,8.3995,0.5808,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,3,5,394818,57466,4179,43941,797,87733,0,47194,642,515,193,55,119,8731,994,965,295,12.3,0,9.2,0.2,18.4,0,9.9,0.1,0.1,0.1,0,0.1,1.8,0.2,0.2,0.1,0.151859249088544,0.123596995998796,0.050324143169823,0.0311634160835293,0.415978812720356,-0.410606017299869,0.103590835036304,-0.45003773214599,-0.269160371218127,-0.496668377753929,-0.555736217563082,-0.558001830477502,-0.520594961012324,-0.611759348884684,-0.577693383182971
37,"North Carolina",37063,153,143674,37,"North Carolina","NC",37063,"Durham","Durham County, North Carolina",286.524484153824,317665,0,139199,437,130128,967,65699,3524,8098,833,38560,1713,22790,1216,36869,2111,41538,73,66028,32,29829,1420,9205,887,15597,1214,182311,1593,27482,1426,2106,485,3584,602,9128,783,15099,1043,21.7,1.2,4.7,0.5,29.6,1.3,10.4,0.6,11.8,0.7,13.1,0.1,20.8,0,9.6,0.5,7.1,0.7,5.2,0.4,57.4,0.5,19.7,1,1.5,0.3,2.8,0.5,7,0.6,4.8,0.3,0.4058,0.4561,0.9106,0.4408,0.7339,2.9472,0.647,0.0783,0.3186,0.049,0.7393,0.9281,2.1133,0.2708,0.9115,0.9115,0.9115,0.9758,0.0592,0.7397,0.7075,0.8017,3.2839,0.8867,9.2559,0.7285,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,400264,29752,3354,111729,990,43051,0,15664,494,590,155,168,27,10209,1040,900,456,9.8,0,35.2,0.3,13.6,0,4.9,0.2,0.2,0.1,0.1,0.1,3.2,0.3,0.3,0.1,0.157760458518079,0.216183530968365,0.0156607491349603,0.0308515209716487,0.312686817323203,0.447627015138751,1.06491083981792,-0.395083276717883,-0.461641763276969,-0.280321998730677,-0.593443571971046,-0.666633264762638,-0.527798476497241,-0.549417821850236,-0.612007139474691
37,"North Carolina",37067,120,164629,37,"North Carolina","NC",37067,"Forsyth","Forsyth County, North Carolina",407.85053878496,378499,0,166765,486,148890,1166,93928,3304,9199,935,40142,1456,27895,1568,39672,2022,60329,32,87191,52,41250,1648,11910,882,9467,951,166190,2116,22527,1040,5884,564,3062,410,10304,821,11000,1201,25.5,0.9,5,0.5,27,1,11,0.6,10.6,0.5,15.9,0.1,23,0,11,0.4,8,0.6,2.7,0.3,43.9,0.6,13.5,0.6,3.5,0.3,2.1,0.3,6.9,0.6,2.9,0.3,0.5878,0.5172,0.8202,0.486,0.6633,3.0745,0.69,0.2285,0.6238,0.1149,0.8415,0.8367,2.6454,0.6254,0.8297,0.8297,0.8297,0.9284,0.1598,0.5656,0.6948,0.6585,3.0071,0.768,9.5567,0.7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,408560,46732,3271,96055,1204,49324,0,8932,310,949,247,181,52,8913,1194,1836,1202,12.7,0,25.4,0.3,13,0,2.4,0.1,0.3,0.1,0,0.1,2.4,0.3,0.5,0.3,0.174882325081761,0.250093605118364,0.0158036125307163,0.0378671355318565,0.401361430514727,0.594508710506326,0.728911674127888,0.057471264419661,0.11854834458922,0.262405623771259,-0.557397869732772,-0.602987832795364,-0.544818537047195,-0.569514309250318,-0.581979011301314
37,"North Carolina",37081,178,189703,37,"North Carolina","NC",37081,"Guilford","Guilford County, North Carolina",645.921877162238,532956,0,230065,544,208234,1253,126847,4369,15997,1139,60898,2220,37036,1677,48567,2228,80918,17,118602,70,60239,1764,19085,1063,13068,1033,268459,2349,31980,1850,6620,701,5113,620,13328,890,20850,1324,24.7,0.8,5.9,0.4,29.2,1.1,10.4,0.5,9.2,0.4,15.2,0.1,22.3,0,11.4,0.3,9.2,0.5,2.6,0.2,50.4,0.4,13.9,0.8,2.9,0.3,2.5,0.3,6.4,0.4,3.9,0.2,0.5452,0.6871,0.9004,0.4408,0.5525,3.126,0.7066,0.177,0.522,0.1404,0.9106,0.83,2.58,0.5837,0.8787,0.8787,0.8787,0.9322,0.1251,0.6744,0.627,0.7505,3.1092,0.8183,9.6939,0.7941,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,606728,79351,4114,180458,1494,43379,0,27335,528,1991,290,151,143,12702,1278,2443,1128,15.5,0,33.9,0.3,8.1,0,5.1,0.1,0.4,0.1,0,0.1,2.4,0.2,0.5,0.2,0.167531764058208,0.231768115447845,0.024718705924856,0.04568469018558,0.349126533215224,0.536359427356113,0.938308830118659,0.226180636266886,0.112731899581891,0.224563076588688,-0.453921617194234,-0.476153070523985,-0.436846043257522,-0.412305129496076,-0.45498052956747
37,"North Carolina",37119,412,663596,37,"North Carolina","NC",37119,"Mecklenburg","Mecklenburg County, North Carolina",523.604535762058,1095170,0,455602,387,421950,1719,207730,5699,28991,1933,120894,3045,70098,2741,124453,3386,122780,34,257739,0,88084,3135,32135,1616,47686,2228,588479,3319,103999,2536,6451,729,9547,803,23730,1174,15281,883,19.3,0.5,4.7,0.3,28.7,0.7,9.5,0.4,11.4,0.3,11.2,0.1,23.5,0,8.1,0.3,7.6,0.4,4.7,0.2,53.7,0.3,22.8,0.6,1.4,0.2,2.3,0.2,5.6,0.3,1.4,0.1,0.2896,0.4561,0.8829,0.3647,0.7088,2.7021,0.5624,0.0283,0.6875,0.0172,0.802,0.9169,2.4519,0.4924,0.8918,0.8918,0.8918,0.9835,0.0532,0.6241,0.5054,0.3157,2.4819,0.485,8.5277,0.605,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1292913,88270,4430,340835,2035,146710,0,65898,1066,2351,312,380,117,28282,2258,4023,730,8.2,0,31.1,0.2,13.4,0,6,0.1,0.2,0.1,0,0.1,2.6,0.2,0.4,0.1,0.138590510961215,0.131801082168206,0.0124601492054121,0.0344898375551844,0.276047339413335,-0.0778396704298168,0.620859679684627,-0.853742703366078,-0.927974216299702,-0.891477867755717,-0.125734872401063,-0.157865930631255,-0.0989786791239992,-0.300168685899933,-0.180111205857879
39,"Ohio",39035,589,313494,39,"Ohio","OH",39035,"Cuyahoga","Cuyahoga County, Ohio",457.210399934572,1241475,0,617795,627,547887,1989,315000,6092,47781,2114,161385,2923,83088,2042,66381,2434,225523,13,257707,38,180863,2925,44379,1628,22005,1381,518451,3150,117223,2301,3461,360,6592,675,70406,2001,28713,1318,25.9,0.5,7.4,0.3,29.5,0.5,9.5,0.2,5.4,0.2,18.2,0.1,20.8,0,14.7,0.2,8.1,0.3,1.9,0.1,41.8,0.3,19,0.4,0.6,0.1,1.2,0.1,12.9,0.4,2.3,0.1,0.6088,0.8485,0.9083,0.3647,0.2031,2.9334,0.6416,0.4319,0.3186,0.4185,0.8479,0.7623,2.7792,0.7066,0.8081,0.8081,0.8081,0.971,0.022,0.2377,0.9688,0.5627,2.7622,0.6423,9.2829,0.7333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,1424540,165596,4741,360309,1693,76316,0,38081,891,1594,206,262,63,35701,1824,6188,1701,13.7,0,29,0.1,6.1,0,3.1,0.1,0.1,0.1,0,0.1,2.9,0.1,0.5,0.1,0.233893317665502,0.338296438057406,0.0515099936097712,0.0811866574884899,0.526311502971941,1.10408927723192,1.87882383713883,2.38108462530127,2.25659756577009,2.22163993946247,0.0323976453834248,0.15018806262478,-0.17291210758329,-0.0659402635150597,0.0286136705904981
39,"Ohio",39045,0,3784,39,"Ohio","OH",39045,"Fairfield","Fairfield County, Ohio",504.365027542022,156204,0,61567,135,57071,522,23158,1752,3056,425,13193,892,7116,574,8873,1058,24611,125,37471,0,20519,1119,3485,522,1342,341,23330,1034,3017,406,1373,267,824,229,2458,348,2978,359,15.1,1.1,3.9,0.5,23.1,1.5,6.7,0.5,5.8,0.7,15.8,0.1,24,0,13.4,0.7,6.1,0.9,0.9,0.2,14.9,0.7,4.9,0.7,2.2,0.4,1.4,0.4,4.3,0.6,1.9,0.2,0.1136,0.2861,0.5882,0.1458,0.2489,1.3826,0.1645,0.219,0.7562,0.2874,0.591,0.5512,2.4048,0.4574,0.4535,0.4535,0.4535,0.6811,0.0885,0.3183,0.2909,0.478,1.8568,0.1948,6.0977,0.2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129483,14940,1744,11757,619,3618,0,2586,340,90,55,49,62,4920,723,310,207,9.8,0,7.5,0.4,2.3,0,1.7,0.2,0.1,0.1,0,0.1,3.1,0.5,0.2,0.1,0.122967479674797,0.00211416490486258,0.0589430894308943,0.00990449239476477,0.311676909569798,-0.255312776384449,0,-1.6448895582831,-1.47843983678514,-1.44824141397831,-0.732790000506469,-0.776424497092347,-0.695645771720388,-0.771923121227616,-0.765265240129599
39,"Ohio",39049,377,325706,39,"Ohio","OH",39049,"Franklin","Franklin County, Ohio",532.41710387257,1304715,0,559478,702,519237,1947,293865,6504,34844,1684,146244,3125,77465,2624,100364,4170,156727,20,303936,0,149674,3377,40985,1855,28664,1910,493553,3780,82813,2236,5005,569,11866,1012,37266,1476,28374,1694,23.1,0.5,4.8,0.2,28.2,0.6,8.9,0.3,7.7,0.3,12,0.1,23.3,0,11.5,0.3,7.9,0.4,2.4,0.2,37.8,0.3,14.8,0.4,0.9,0.1,2.3,0.2,7.2,0.3,2.2,0.1,0.4714,0.4742,0.8647,0.3199,0.4309,2.5611,0.5223,0.0455,0.6639,0.1474,0.832,0.8148,2.5036,0.5315,0.7689,0.7689,0.7689,0.9421,0.0321,0.6241,0.7292,0.5465,2.874,0.6996,8.7076,0.6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1482013,101902,4709,293240,2448,74083,0,70260,1247,1679,334,412,201,49608,2382,4271,958,8,0,22.5,0.2,5.7,0,5.4,0.1,0.1,0.1,0,0.1,3.8,0.2,0.3,0.1,0.176719894143084,0.2693948336113,0.0267057154020652,0.0480539090019624,0.402324081494233,0.661461101320021,1.15748558515962,0.543606643347865,0.498126715178908,0.598287677263354,-0.0274012012443424,0.0422404895606966,-0.199198657274549,-0.156229401933542,-0.0490735419236961
39,"Ohio",39061,224,146977,39,"Ohio","OH",39061,"Hamilton","Hamilton County, Ohio",405.406976061258,815790,0,380100,447,344588,1515,179043,4468,23304,1508,94205,2492,45405,2036,44460,2430,125679,76,187494,0,96301,2654,29174,1428,9877,1013,288846,3200,64518,1950,3026,400,5535,586,37864,1389,18668,1095,22.4,0.6,5.4,0.3,27.3,0.7,8.2,0.4,5.5,0.3,15.4,0.1,23,0,11.9,0.3,8.5,0.4,1.3,0.1,35.4,0.4,17,0.5,0.8,0.1,1.6,0.2,11,0.4,2.3,0.1,0.4379,0.5971,0.8342,0.2686,0.2139,2.3517,0.4475,0.1891,0.6238,0.1728,0.8765,0.6601,2.5223,0.5442,0.7419,0.7419,0.7419,0.9609,0.0274,0.4023,0.9437,0.5627,2.897,0.7126,8.5129,0.6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,982557,78270,3448,206875,1638,28022,0,22108,840,650,178,548,183,26718,1910,3925,1773,9.8,0,25.4,0.2,3.4,0,2.7,0.1,0.1,0.1,0.1,0.1,3.3,0.2,0.5,0.2,0.160120384244351,0.311007861616668,0.0635620392616086,0.057581890638927,0.359200204806173,0.778666038824807,1.52404798029624,1.28618633875616,0.958919120835017,1.01378486710251,-0.335498503728733,-0.25901380146424,-0.415322069904012,-0.358090674510524,-0.327939753861212
39,"Ohio",39095,202,217755,39,"Ohio","OH",39095,"Lucas","Lucas County, Ohio",339.663089283848,430319,0,203586,409,181472,1150,115148,3351,15436,1278,50181,1673,30246,1195,24901,1744,69910,53,99028,33,65221,2001,15735,858,2438,407,138003,2332,25227,1226,4319,541,2288,396,17411,1037,9655,920,27.4,0.8,7.2,0.6,27.7,0.9,10.3,0.4,5.9,0.4,16.2,0.1,23,0,15.3,0.5,8.7,0.5,0.6,0.1,32.1,0.5,12.4,0.6,2.1,0.3,1.3,0.2,9.6,0.6,2.2,0.2,0.6744,0.8326,0.8491,0.4344,0.2597,3.0502,0.6827,0.2467,0.6238,0.4717,0.888,0.4297,2.6599,0.6369,0.7066,0.7066,0.7066,0.9144,0.084,0.2759,0.8953,0.5465,2.7161,0.613,9.1328,0.7101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,453470,46980,2190,80197,1466,31680,0,7208,387,747,214,118,39,16184,1572,1869,788,11.2,0,18.6,0.3,7.4,0,1.7,0.1,0.2,0.1,0,0.1,3.8,0.4,0.4,0.2,0.198994598371172,0.288444080067247,0.0406643387588185,0.0617267526862337,0.480358151194963,0.910185981075023,0.927648044821014,1.29296187229176,1.28052782022409,1.33936974123701,-0.51597406083492,-0.530434305784011,-0.574577512713815,-0.584637476536098,-0.549545023038605
