"state_fips","state_name","county_fips","crime_count","county_pop","st","state","st_abbr","stcnty","county","location","area_sqmi","e_totpop","m_totpop","e_hu","m_hu","e_hh","m_hh","e_pov150","m_pov150","e_unemp","m_unemp","e_hburd","m_hburd","e_nohsdp","m_nohsdp","e_uninsur","m_uninsur","e_age65","m_age65","e_age17","m_age17","e_disabl","m_disabl","e_sngpnt","m_sngpnt","e_limeng","m_limeng","e_minrty","m_minrty","e_munit","m_munit","e_mobile","m_mobile","e_crowd","m_crowd","e_noveh","m_noveh","e_groupq","m_groupq","ep_pov150","mp_pov150","ep_unemp","mp_unemp","ep_hburd","mp_hburd","ep_nohsdp","mp_nohsdp","ep_uninsur","mp_uninsur","ep_age65","mp_age65","ep_age17","mp_age17","ep_disabl","mp_disabl","ep_sngpnt","mp_sngpnt","ep_limeng","mp_limeng","ep_minrty","mp_minrty","ep_munit","mp_munit","ep_mobile","mp_mobile","ep_crowd","mp_crowd","ep_noveh","mp_noveh","ep_groupq","mp_groupq","epl_pov150","epl_unemp","epl_hburd","epl_nohsdp","epl_uninsur","spl_theme1","rpl_theme1","epl_age65","epl_age17","epl_disabl","epl_sngpnt","epl_limeng","spl_theme2","rpl_theme2","epl_minrty","spl_theme3","rpl_theme3","epl_munit","epl_mobile","epl_crowd","epl_noveh","epl_groupq","spl_theme4","rpl_theme4","spl_themes","rpl_themes","f_pov150","f_unemp","f_hburd","f_nohsdp","f_uninsur","f_theme1","f_age65","f_age17","f_disabl","f_sngpnt","f_limeng","f_theme2","f_minrty","f_theme3","f_munit","f_mobile","f_crowd","f_noveh","f_groupq","f_theme4","f_total","e_daypop","e_noint","m_noint","e_afam","m_afam","e_hisp","m_hisp","e_asian","m_asian","e_aian","m_aian","e_nhpi","m_nhpi","e_twomore","m_twomore","e_otherrace","m_otherrace","ep_noint","mp_noint","ep_afam","mp_afam","ep_hisp","mp_hisp","ep_asian","mp_asian","ep_aian","mp_aian","ep_nhpi","mp_nhpi","ep_twomore","mp_twomore","ep_otherrace","mp_otherrace","pr_female_hh","pr_pov","pr_pubassi","pr_unemprate","pr_hs_or_low","pr_std_income","crime_rate","disad_national_v1","disad_national_v2","disad_national_v3","svi_theme1_pca","svi_theme2_pca","svi_theme3_z","svi_theme4_pca","svi_overall_pca"
21,"Kentucky",21067,157,303080,21,"Kentucky","KY",21067,"Fayette","Fayette County, Kentucky",283.637289073816,322200,0,142813,543,130926,969,73814,2875,9300,777,36726,1438,16967,1064,21227,1312,43177,69,67314,0,39685,1631,7924,670,6890,752,95629,1793,25850,1207,1298,242,2899,454,9818,746,12680,1325,23.9,0.9,5.2,0.4,28.1,1.1,8.1,0.5,6.7,0.4,13.4,0.1,20.9,0,12.5,0.5,6.1,0.5,2.3,0.2,29.7,0.6,18.1,0.8,0.9,0.2,2.2,0.3,7.5,0.6,3.9,0.4,0.5064,0.5586,0.8612,0.2619,0.3383,2.5264,0.5057,0.0904,0.3316,0.2171,0.591,0.8046,2.0347,0.2231,0.6795,0.6795,0.6795,0.9663,0.0321,0.5958,0.76,0.7505,3.1047,0.817,8.3453,0.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,367326,25006,2454,46635,981,23242,0,12785,395,378,141,46,47,10673,1135,1870,887,8.1,0,14.5,0.3,7.2,0,4,0.1,0.1,0.1,0,0.1,3.3,0.4,0.6,0.3,0.114423078302497,0.182213610292514,0.0117409695659672,0.0366725786370678,0.283581988097739,0.226519612238514,0.518015045532533,-0.742701832616741,-0.830219840895075,-0.679964248826124,-0.61113831624958,-0.668394768585193,-0.619314690664549,-0.590870000508541,-0.636037304925366
21,"Kentucky",21111,421,168218,21,"Kentucky","KY",21111,"Jefferson","Jefferson County, Kentucky",380.80149135748,768419,0,347172,452,316411,1478,165789,4209,21605,1327,80943,2221,48929,1855,37604,2161,123988,20,170065,71,109678,2454,24565,1379,15939,1180,256522,2557,43779,1456,4505,504,6141,729,29450,1678,16228,1009,22.1,0.6,5.3,0.3,25.6,0.7,9.2,0.3,4.9,0.3,16.1,0.1,22.1,0,14.4,0.3,7.8,0.4,2.2,0.2,33.4,0.3,12.6,0.4,1.3,0.1,1.9,0.2,9.3,0.5,2.1,0.1,0.4265,0.5792,0.753,0.3453,0.1496,2.2536,0.4112,0.24,0.4968,0.3959,0.8211,0.795,2.7488,0.6894,0.7199,0.7199,0.7199,0.9176,0.0487,0.5032,0.8816,0.5245,2.8756,0.7008,8.5979,0.6146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,890481,73926,3447,166174,1530,43892,0,22660,614,842,245,450,74,19696,1714,2808,904,9.8,0,21.6,0.2,5.7,0,2.9,0.1,0.1,0.1,0.1,0.1,2.6,0.2,0.4,0.1,0.190403829202446,0.295715443869313,0.031887736706105,0.0610546012004867,0.426315208489936,0.832887366603024,2.50270482350284,1.14907921033666,1.03386320781001,1.10841903760678,-0.373902980279929,-0.275128839471022,-0.449448764105162,-0.423504816421813,-0.363408261845195
22,"Louisiana",22033,332,145984,22,"Louisiana","LA",22033,"East Baton Rouge","East Baton Rouge Parish, Louisiana",455.501862677086,443158,0,195178,300,164641,1532,111080,4154,15159,1269,47553,2337,27502,1785,37234,2594,63024,73,100775,0,62775,2866,13535,1118,7369,918,246937,2974,35623,1890,5528,646,3929,607,11861,1214,9784,785,25.6,1,6.6,0.6,28.9,1.4,9.8,0.6,8.5,0.6,14.2,0.1,22.7,0,14.3,0.7,8.2,0.7,1.8,0.2,55.7,0.7,18.3,1,2.8,0.3,2.4,0.4,7.2,0.7,2.2,0.2,0.5933,0.7804,0.8912,0.3912,0.4994,3.1555,0.718,0.1292,0.5837,0.3835,0.8542,0.746,2.6966,0.6569,0.9032,0.9032,0.9032,0.9685,0.1187,0.6483,0.7292,0.5465,3.0112,0.7702,9.7665,0.8027,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,521184,49353,3765,201858,1895,18896,0,14095,625,625,220,299,397,9776,2009,1388,788,11.4,0,45.5,0.4,4.3,0,3.2,0.1,0.1,0.1,0.1,0.1,2.2,0.5,0.3,0.2,0.204944997112077,0.266814741486595,0.0176102183305111,0.0624511111563295,0.430223705669209,0.763059350142917,2.27422183252959,0.989035051580213,0.924652393098145,0.991182237465142,-0.511679645367225,-0.549071929048154,-0.459568315024542,-0.554998656364935,-0.537900120910485
22,"Louisiana",22071,873,365162,22,"Louisiana","LA",22071,"Orleans","Orleans Parish, Louisiana",169.48923548907,391249,0,192012,339,154826,1140,128378,3770,16721,1330,62233,2328,34489,1586,35341,1977,57867,42,78059,0,52657,1533,12933,886,4410,516,271318,1100,29760,1354,872,216,1912,284,27608,1316,14514,730,34,1,8.5,0.7,40.2,1.5,12.3,0.6,9.2,0.5,14.8,0.1,20,0,13.7,0.4,8.4,0.6,1.2,0.1,69.3,0.3,15.5,0.7,0.5,0.1,1.2,0.2,17.8,0.8,3.7,0.2,0.866,0.9096,0.9987,0.5729,0.5525,3.8997,0.9208,0.1556,0.2447,0.3211,0.8676,0.6413,2.2303,0.3355,0.9615,0.9615,0.9615,0.9497,0.0185,0.2377,0.9895,0.7358,2.9312,0.7279,10.0227,0.8329,0,1,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,2,5,455421,66823,3032,229253,712,21452,0,11161,253,492,124,25,24,6844,574,2091,543,17.7,0,58.6,0.2,5.5,0,2.9,0.1,0.1,0.1,0,0.1,1.7,0.1,0.5,0.1,0.167014499828199,0.241074631296635,0.0233465970039385,0.0566514757800344,0.358837439868025,0.558620785674713,2.39071973535034,0.529645681109548,0.370783790412621,0.445438044606236,-0.467145817029118,-0.594120324889673,-0.433827598178909,-0.533793326905094,-0.534608883137601
24,"Maryland",24510,1264,560936,24,"Maryland","MD",24510,"Baltimore City","Baltimore city, Maryland",80.946024453354,602274,0,293936,383,242499,1423,171279,4460,23041,1314,87643,2279,60966,2499,35525,1777,84559,8,123241,43,92194,2564,23008,1171,9675,995,437857,2282,50707,1516,259,130,4687,622,67039,1767,23909,975,29.5,0.8,7.6,0.4,36.1,0.9,14.5,0.6,6,0.3,14,0.1,20.5,0,15.5,0.4,9.5,0.5,1.7,0.2,72.7,0.4,17.3,0.5,0.1,0.1,1.9,0.3,27.6,0.7,4,0.2,0.7457,0.8644,0.9908,0.6906,0.2702,3.5617,0.8393,0.1194,0.2903,0.4949,0.9239,0.7276,2.5561,0.5633,0.9704,0.9704,0.9704,0.9621,0.0019,0.5032,0.9936,0.7584,3.2192,0.8635,10.3074,0.8682,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,2,5,693278,103629,4174,370749,1454,32627,0,14837,530,1575,215,179,69,15516,1540,2374,627,17.9,0,61.6,0.2,5.4,0,2.5,0.1,0.3,0.1,0,0.1,2.6,0.3,0.4,0.1,0.22565955635888,0.215357084399068,0.0462796181480782,0.0491368350982163,0.447002819622473,0.401503643169074,2.25337649927978,0.886078368016784,0.8900446049131,0.800554790518127,-0.342429174398917,-0.397560152095868,-0.258000796868264,-0.289887001203333,-0.354327724710176
25,"Massachusetts",25025,147,584794,25,"Massachusetts","MA",25025,"Suffolk","Suffolk County, Massachusetts",58.253806048154,801162,0,341231,764,312978,1524,188578,4776,32462,1719,105884,2760,73310,2196,29883,1943,96191,124,132639,57,94875,2586,23134,1329,76703,2660,442128,2513,109979,2068,792,206,11720,793,99726,1928,48286,2232,24.9,0.6,6.8,0.4,33.8,0.9,13.1,0.4,3.8,0.2,12,0.1,16.6,0,11.9,0.3,7.4,0.4,10.1,0.4,55.2,0.3,32.2,0.6,0.2,0.1,3.7,0.3,31.9,0.6,6,0.3,0.556,0.7992,0.978,0.6194,0.0589,3.0115,0.6696,0.0455,0.0547,0.1728,0.7813,0.9771,2.0314,0.2206,0.8988,0.8988,0.8988,0.9936,0.0048,0.8488,0.9955,0.8495,3.6922,0.9761,9.6339,0.7861,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,4,1148468,76342,4469,156503,1463,183798,0,70645,757,1403,266,331,133,23443,1640,6005,908,10.1,0,19.5,0.2,22.9,0,8.8,0.1,0.2,0.1,0,0.1,2.9,0.2,0.7,0.1,0.146275300301849,0.198509279477587,0.0332367592770717,0.0460685416773789,0.297271188259696,-0.308790393097853,0.251370568097484,0.0370176458990431,-0.177341382420387,-0.367658375443022,-0.25448322143177,-0.286406701557588,-0.253491605217072,0.217954102751053,-0.162479790331938
26,"Michigan",26163,906,588573,26,"Michigan","MI",26163,"Wayne","Wayne County, Michigan",611.83775245181,1753059,0,814954,497,694858,2297,537016,8410,73084,2456,213768,3407,152185,3138,103858,3132,270442,35,415111,0,273347,3973,62987,1607,41222,1674,890363,4284,95374,2152,13951,823,14838,869,90424,2191,22362,1098,31,0.5,8.9,0.3,30.8,0.5,12.8,0.3,6,0.2,15.4,0.1,23.7,0,15.7,0.2,9.1,0.2,2.5,0.1,50.8,0.2,11.7,0.3,1.7,0.1,2.1,0.1,13,0.3,1.3,0.1,0.789,0.9249,0.9357,0.6041,0.2702,3.5239,0.8316,0.1891,0.7136,0.5118,0.9077,0.8243,3.1465,0.888,0.8803,0.8803,0.8803,0.9048,0.0691,0.5656,0.9704,0.2686,2.7785,0.6509,10.3292,0.8714,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,2,5,1755157,275316,7498,667128,2599,106070,0,59483,1297,4723,437,365,106,45805,2622,6789,1686,15.9,0,38.1,0.1,6.1,0,3.4,0.1,0.3,0.1,0,0.1,2.6,0.1,0.4,0.1,0.263235939493521,0.338817946435979,0.0475125092624727,0.0837101229500555,0.512442526586545,1.04828569069147,1.5393162785245,2.60318055756792,2.41022303494985,2.32655722864745,0.500730996803137,0.601882485955115,0.219741248862015,0.0190460608248157,0.402709620854117
27,"Minnesota",27053,311,378992,27,"Minnesota","MN",27053,"Hennepin","Hennepin County, Minnesota",554.036771848582,1255296,0,539223,433,513892,1374,197513,4419,28944,1573,129680,2519,55514,1661,59174,2662,176816,25,275588,0,124651,2505,29707,1221,34200,1591,403251,3824,158643,2274,2023,317,14153,963,48301,1472,24177,1017,16,0.4,4,0.2,25.2,0.5,6.4,0.2,4.7,0.2,14.1,0.1,22,0,10,0.2,5.8,0.2,2.9,0.1,32.1,0.3,29.4,0.4,0.4,0.1,2.8,0.2,9.4,0.3,1.9,0.1,0.1467,0.3065,0.7304,0.1219,0.1302,1.4357,0.177,0.1235,0.4806,0.0652,0.5344,0.8498,2.0535,0.2349,0.7066,0.7066,0.7066,0.9927,0.014,0.7397,0.8877,0.478,3.1121,0.8192,7.3079,0.3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1592785,101648,3656,163432,2093,87216,0,89753,1051,6801,546,360,121,48455,2231,7234,1963,8.3,0,13,0.2,6.9,0,7.1,0.1,0.5,0.1,0,0.1,3.9,0.2,0.6,0.2,0.111199337817638,0.195170207484599,0.0758316242572402,0.0424729746054815,0.267358516997634,0.0686389920595899,0.820597796259552,0.1789449379389,-0.163253792340006,-0.219969396861685,-0.219553929519957,-0.0614827157272265,-0.294536757130762,-0.0607288805600731,-0.139267862521131
27,"Minnesota",27123,123,248797,27,"Minnesota","MN",27123,"Ramsey","Ramsey County, Minnesota",152.247930988286,546598,0,221092,359,210424,906,116118,3810,13746,1034,58896,1739,32999,1110,27300,1448,78991,31,127318,49,63060,2061,12703,831,24543,1334,214018,2810,61589,1537,3316,353,9201,703,20799,921,15060,847,21.8,0.7,4.6,0.3,28,0.8,9,0.3,5,0.3,14.5,0.1,23.3,0,11.6,0.4,6,0.4,4.8,0.3,39.2,0.5,27.9,0.7,1.5,0.2,4.4,0.3,9.9,0.4,2.8,0.2,0.4102,0.4386,0.8587,0.3281,0.1633,2.1989,0.3959,0.1426,0.6639,0.1521,0.5726,0.9204,2.4516,0.4917,0.7855,0.7855,0.7855,0.9908,0.0592,0.8969,0.9102,0.6448,3.5019,0.9453,8.9379,0.6747,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,3,639296,43147,2660,62897,1456,41189,0,80543,854,2551,373,141,62,24049,2042,2648,858,8.1,0,11.5,0.3,7.5,0,14.7,0.2,0.5,0.1,0,0.1,4.4,0.4,0.5,0.2,0.142331961236569,0.187299814197345,0.0734672552571635,0.0363001603110732,0.332311331900352,0.277065835201373,0.494378951514689,0.171524924327462,0.0070833418781147,0.00796444341911578,-0.505451548792167,-0.495622249555181,-0.494323192094448,-0.417069219088145,-0.487389506426809
29,"Missouri",29047,11,57288,29,"Missouri","MO",29047,"Clay","Clay County, Missouri",397.66237071597,246480,0,98719,161,92514,809,37097,2410,5588,700,21396,1086,11108,925,19159,1536,34934,5,59453,0,28767,1310,6543,765,2718,440,48425,1349,10508,800,1848,283,1471,352,3954,526,2517,342,15.2,1,4.1,0.5,23.1,1.2,6.6,0.6,7.8,0.6,14.2,0.1,24.1,0,11.7,0.5,7.1,0.8,1.2,0.2,19.6,0.5,10.6,0.8,1.9,0.3,1.6,0.4,4.3,0.6,1,0.1,0.1165,0.3323,0.5882,0.1375,0.4398,1.6143,0.2177,0.1292,0.7661,0.1588,0.7393,0.6413,2.4347,0.4793,0.5423,0.5423,0.5423,0.8848,0.0773,0.4023,0.2909,0.1569,1.8122,0.1817,6.4035,0.2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233299,19820,1773,14746,749,17175,0,5483,472,753,264,690,152,9417,968,161,86,8.1,0,6,0.3,7,0,2.2,0.2,0.3,0.1,0.3,0.1,3.8,0.4,0.1,0.1,0.100856422244522,0.0868974419101579,0.0195162864374587,0.0265222593259801,0.279791793487569,-0.410751981968484,0.192012288786482,-1.43916687471101,-1.39731910082046,-1.42129411803004,-0.683197634730947,-0.71463838180714,-0.669151235432247,-0.752038146698765,-0.719752435712975
29,"Missouri",29095,624,272451,29,"Missouri","MO",29095,"Jackson","Jackson County, Missouri",604.519421089112,700733,0,325759,383,291532,1534,155122,4403,18420,1282,82337,2447,41695,1827,78557,3030,104959,57,165211,0,89100,2073,22386,1111,10991,1033,267800,2288,46323,1574,3272,576,5635,606,24670,1238,11470,893,22.5,0.6,4.9,0.3,28.2,0.8,8.7,0.4,11.3,0.4,15,0.1,23.6,0,12.8,0.3,7.7,0.4,1.7,0.2,38.2,0.3,14.2,0.5,1,0.2,1.9,0.2,8.5,0.4,1.6,0.1,0.4433,0.4955,0.8647,0.3068,0.7027,2.813,0.599,0.1661,0.6986,0.2358,0.8116,0.7276,2.6397,0.6225,0.7728,0.7728,0.7728,0.9367,0.0356,0.5032,0.8345,0.3873,2.6973,0.6044,8.9228,0.6715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,769102,82320,3577,161361,1357,64160,0,12611,516,1706,250,2219,99,22182,1502,3561,896,11.9,0,23,0.2,9.2,0,1.8,0.1,0.2,0.1,0.3,0.1,3.2,0.2,0.5,0.1,0.163643223950856,0.212706657633903,0.0418170326533385,0.0396541145758181,0.395212242219369,0.601300486886638,2.29032009425548,0.155143763455046,0.165629163184217,0.287267614392904,-0.352728044364624,-0.352745178643406,-0.437541795376027,-0.499669121586297,-0.401689693699074
29,"Missouri",29165,3,21538,29,"Missouri","MO",29165,"Platte","Platte County, Missouri",419.802162873814,102848,0,42377,89,39918,474,11556,1470,1936,360,8069,634,2771,376,5368,721,15122,97,24404,85,12785,803,2294,347,642,259,20328,725,5571,522,175,54,725,237,1601,393,827,192,11.4,1.4,3.4,0.6,20.2,1.6,3.9,0.5,5.3,0.7,14.7,0.1,23.7,0.1,12.5,0.8,5.7,0.9,0.7,0.3,19.8,0.7,13.1,1.2,0.4,0.1,1.8,0.6,4,1,0.8,0.2,0.036,0.2005,0.3558,0.0175,0.1926,0.8024,0.0544,0.1512,0.7136,0.2171,0.5124,0.4736,2.0679,0.2425,0.5465,0.5465,0.5465,0.923,0.014,0.4742,0.2397,0.0977,1.7486,0.1614,5.1654,0.1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,101801,6512,927,6681,402,6466,0,2903,252,101,52,462,156,3538,513,177,102,6.4,0,6.5,0.4,6.3,0,2.8,0.2,0.1,0.1,0.4,0.2,3.4,0.5,0.2,0.1,0.104282058868313,0.0331722372319767,0.00348968055390074,0.023827438950052,0.233720858910432,-0.370884808351651,0.139288699043551,-1.91296927688294,-1.88032020756899,-1.80490581263945,-0.762254017076906,-0.816993665746193,-0.698815191841408,-0.806417947389127,-0.798911936973251
29,"Missouri",29510,665,243633,29,"Missouri","MO",29510,"St. Louis City","St. Louis city, Missouri",61.7360302563,304709,0,176955,421,143566,1210,93006,3368,9775,763,48093,1682,24596,1231,30642,1856,41612,99,58226,0,46061,1704,12285,867,5809,691,170840,1547,33622,1374,614,186,3098,533,26880,1232,10045,798,31.4,1.1,5.8,0.4,33.5,1.1,11.3,0.6,10.2,0.6,13.7,0.1,19.1,0,15.3,0.6,8.6,0.6,2,0.2,56.1,0.5,19,0.8,0.3,0.1,2.2,0.4,18.7,0.8,3.3,0.3,0.8068,0.6617,0.9739,0.508,0.6337,3.5841,0.8472,0.1031,0.168,0.4717,0.8826,0.7759,2.4013,0.4523,0.9058,0.9058,0.9058,0.971,0.0095,0.5958,0.9908,0.7015,3.2686,0.8835,10.1598,0.8517,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,4,410044,53487,3106,138482,964,12530,0,10221,350,623,170,71,54,7664,956,1249,631,18.2,0.1,45.4,0.3,4.1,0,3.4,0.1,0.2,0.1,0,0.1,2.5,0.3,0.4,0.2,0.177613949463625,0.21198954666716,0.0232572282619196,0.04242649192034,0.379095694973719,0.722871790106423,2.72951529554699,0.105266497097622,0.0960978053185525,0.285764938734682,-0.560059126729646,-0.638912378860648,-0.539909208745149,-0.575385971064226,-0.60078807538553
31,"Nebraska",31055,111,381119,31,"Nebraska","NE",31055,"Douglas","Douglas County, Nebraska",326.40720607526,565739,0,236936,312,221451,1019,103625,3349,12528,966,59790,1758,33915,1494,52780,2240,73544,21,144917,53,58608,1528,15594,950,18310,1221,176219,1793,44511,1267,2369,306,4569,488,15400,854,12857,704,18.7,0.6,4.1,0.3,27,0.8,9.2,0.4,9.4,0.4,13,0.1,25.6,0,10.5,0.3,7,0.4,3.5,0.2,31.1,0.3,18.8,0.5,1,0.1,2.1,0.2,7,0.4,2.3,0.1,0.2559,0.3323,0.8202,0.3453,0.5675,2.3212,0.436,0.0751,0.8803,0.091,0.7276,0.8787,2.6527,0.6314,0.6964,0.6964,0.6964,0.9704,0.0356,0.5656,0.7075,0.5627,2.8418,0.6817,8.5121,0.6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,668797,51649,2724,60751,1086,72462,0,22648,560,1890,324,221,79,17559,1240,688,273,9.3,0,10.7,0.2,12.8,0,4,0.1,0.3,0.1,0,0.1,3.1,0.2,0.1,0.1,0.124042395886767,0.14595718225552,0.0217717676098219,0.033699120738118,0.346976455293305,0.173753494504496,0.291247615574138,-0.802335885312122,-0.720901643133124,-0.618789673775897,-0.485966155578724,-0.485274007199668,-0.534230224457685,-0.522650983457796,-0.506213012231671
31,"Nebraska",31109,21,219321,31,"Nebraska","NE",31109,"Lancaster","Lancaster County, Nebraska",837.56063226294,315976,0,133081,265,126666,699,58484,2225,5957,666,32027,1337,13311,970,22671,1389,43943,39,72001,0,32574,1319,6928,724,6602,772,61496,1441,25138,1099,1907,279,2744,415,6603,571,13401,599,19.3,0.7,3.4,0.4,25.3,1,6.8,0.5,7.3,0.4,13.9,0.1,22.8,0,10.5,0.4,5.5,0.6,2.2,0.3,19.5,0.5,18.9,0.8,1.4,0.2,2.2,0.3,5.2,0.5,4.2,0.2,0.2896,0.2005,0.7342,0.1531,0.3912,1.7686,0.2629,0.1123,0.5974,0.091,0.4714,0.795,2.0671,0.2412,0.5407,0.5407,0.5407,0.9707,0.0532,0.5958,0.4421,0.7715,2.8333,0.6785,7.2097,0.3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,339783,23039,1762,11956,715,22972,0,13376,617,1399,217,199,85,11000,1011,594,329,7.6,0,3.8,0.2,7.3,0,4.2,0.2,0.4,0.1,0.1,0.1,3.5,0.3,0.2,0.1,0.097247318215419,0.161622737068146,0.0328380333362907,0.0242592715015927,0.291761248955628,0.315760486917229,0.0957500649732584,-1.02905366826905,-1.04360681864926,-0.827716952835034,-0.646030241428841,-0.682314302200633,-0.655351271940624,-0.585915143005471,-0.653933929356472
32,"Nevada",32003,199,830039,32,"Nevada","NV",32003,"Clark","Clark County, Nevada",7891.64754756662,2228866,0,912465,560,809026,2481,500524,8839,78518,3062,272703,4113,210060,3658,258326,5061,330177,0,516696,0,267031,4454,60800,2010,135526,3494,1298663,5450,147482,3156,25435,1019,35670,1354,64601,1921,22251,798,22.7,0.4,7,0.3,33.7,0.5,13.7,0.2,11.7,0.2,14.8,0,23.2,0,12.1,0.2,7.5,0.2,6.5,0.2,58.3,0.2,16.2,0.3,2.8,0.1,4.4,0.2,8,0.2,1,0,0.4551,0.8167,0.9761,0.6509,0.7269,3.6257,0.8568,0.1556,0.6489,0.1868,0.7922,0.951,2.7345,0.6817,0.9169,0.9169,0.9169,0.9539,0.1187,0.8969,0.7989,0.1569,2.9253,0.7263,10.2024,0.8565,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,2314891,267190,8374,255922,2812,697554,0,216293,2033,9970,697,15975,522,93470,3922,9479,1234,12.1,0,11.5,0.1,31.3,0,9.7,0.1,0.4,0.1,0.7,0.1,4.2,0.2,0.4,0.1,0.142835700394872,0.132328465700852,0.0299459417524372,0.0445968396836901,0.417747689234194,0.0912236514851436,0.239747770887874,-0.362817717610515,-0.201285717115619,-0.230960003343539,0.83994015416073,0.836951970652259,0.650811946867507,0.294097268093443,0.710043904833417
32,"Nevada",32031,37,122170,32,"Nevada","NV",32031,"Washoe","Washoe County, Nevada",6315.87398093787,464182,0,201401,184,186116,941,88863,3691,13021,1020,54852,1881,35877,1434,44990,2365,75922,75,100439,0,55580,1873,11246,982,14576,1036,175379,2002,30211,1213,10773,711,7909,729,12159,805,6010,436,19.4,0.8,5.2,0.4,29.5,1,11.1,0.4,9.8,0.5,16.4,0.1,21.6,0,12,0.4,6,0.5,3.3,0.2,37.8,0.4,15,0.6,5.3,0.4,4.2,0.4,6.5,0.4,1.3,0.1,0.2934,0.5586,0.9083,0.493,0.6041,2.8574,0.6136,0.2623,0.4243,0.1792,0.5726,0.8701,2.3085,0.3873,0.7689,0.7689,0.7689,0.9443,0.2632,0.8842,0.641,0.2686,3.0013,0.7651,8.9361,0.6744,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,481168,47501,2578,10305,566,114756,0,24989,976,6044,310,2913,205,15313,1556,1059,422,10.4,0,2.2,0.1,24.7,0,5.4,0.2,1.3,0.1,0.6,0.1,3.3,0.3,0.2,0.1,0.108726920993536,0.180006124391964,0.0375648705952324,0.0427163238549274,0.377841841520821,0.437462467590179,0.302856675124826,-0.340449266551697,-0.294281625158814,-0.163186398597623,-0.507287877863682,-0.551851709132301,-0.535117070860635,-0.53192204934783,-0.534433834423655
34,"New Jersey",34013,161,209970,34,"New Jersey","NJ",34013,"Essex","Essex County, New Jersey",126.084477996166,798698,0,318385,411,290680,1132,186246,5267,32875,1620,110444,2796,71749,2420,88499,3696,109354,129,190028,36,89399,2517,28430,1332,57700,2299,558938,2690,76437,2041,195,86,14099,974,64040,1925,21703,969,23.9,0.7,8,0.4,38,1,13.3,0.4,11.3,0.5,13.7,0.1,23.8,0,11.4,0.3,9.8,0.5,7.7,0.3,70,0.3,24,0.6,0.1,0.1,4.9,0.3,22,0.7,2.7,0.1,0.5064,0.8861,0.9959,0.6286,0.7027,3.7197,0.8775,0.1031,0.7282,0.1404,0.9344,0.9631,2.8692,0.7584,0.964,0.964,0.964,0.9857,0.0019,0.9185,0.9927,0.6283,3.5271,0.9491,11.08,0.9392,0,0,1,0,0,1,0,0,0,1,1,2,1,1,1,0,1,1,0,3,7,848078,103320,4061,303671,1622,185818,0,43279,518,1303,299,202,90,17070,1530,7595,1379,13.3,0,38,0.2,23.3,0,5.4,0.1,0.2,0.1,0,0.1,2.1,0.2,1,0.2,0.269039351180479,0.272961158882526,0.0453651227323233,0.0612985693816578,0.586292135391145,0.88201933383376,0.766776206124685,1.74577013704285,1.92589962997111,1.85814967303168,-0.17798894378688,-0.229583937177243,-0.130167166730613,-0.218655544944027,-0.21108844892842
